date,country,active_users,content_created,reports,enforcements,appeals,successful_appeals,median_response_time_hours,reports_spam,reports_harassment_hate,reports_nudity,reports_misinformation,reports_child_safety,reports_other,reports_user,reports_ai,reports_trusted,enf_removed,enf_warning,enf_suspension,enf_downrank,report_rate,enforcement_rate,appeal_rate,appeal_success_rate,share_spam,share_harassment_hate,share_nudity,share_misinformation,share_child_safety,share_other,share_user,share_ai,share_trusted
2025-04-27,Vietnam,168967,4781,63,45,1,0,25.0,21,14,9,12,1,6,25,33,5,29,8,1,7,0.013177159590043924,0.7142857142857143,0.022222222222222223,0.0,0.3333333333333333,0.2222222222222222,0.14285714285714285,0.19047619047619047,0.015873015873015872,0.09523809523809523,0.3968253968253968,0.5238095238095238,0.07936507936507936
2025-04-28,Singapore,52484,1875,16,8,0,0,26.3,8,1,3,3,0,1,7,6,3,4,0,0,4,0.008533333333333334,0.5,0.0,,0.5,0.0625,0.1875,0.1875,0.0,0.0625,0.4375,0.375,0.1875
2025-04-28,Indonesia,394939,18497,196,142,8,0,22.6,79,23,23,41,6,24,79,101,16,79,23,3,37,0.010596312915607937,0.7244897959183674,0.056338028169014086,0.0,0.4030612244897959,0.11734693877551021,0.11734693877551021,0.20918367346938777,0.030612244897959183,0.12244897959183673,0.4030612244897959,0.5153061224489796,0.08163265306122448
2025-04-28,Philippines,212593,8962,94,72,3,0,23.9,35,18,15,10,4,12,38,44,12,42,12,2,16,0.010488730194153091,0.7659574468085106,0.041666666666666664,0.0,0.3723404255319149,0.19148936170212766,0.1595744680851064,0.10638297872340426,0.0425531914893617,0.1276595744680851,0.40425531914893614,0.46808510638297873,0.1276595744680851
2025-04-28,Thailand,150399,6634,76,54,1,0,25.4,35,9,7,15,0,10,32,34,10,31,10,2,11,0.011456135061802835,0.7105263157894737,0.018518518518518517,0.0,0.4605263157894737,0.11842105263157894,0.09210526315789473,0.19736842105263158,0.0,0.13157894736842105,0.42105263157894735,0.4473684210526316,0.13157894736842105
2025-04-28,Vietnam,183179,6227,73,45,1,0,19.4,34,9,5,10,4,11,28,39,6,24,3,2,16,0.011723141159466838,0.6164383561643836,0.022222222222222223,0.0,0.4657534246575342,0.1232876712328767,0.0684931506849315,0.136986301369863,0.0547945205479452,0.1506849315068493,0.3835616438356164,0.5342465753424658,0.0821917808219178
2025-04-29,Singapore,46659,2253,29,18,0,0,20.5,14,3,4,4,0,4,8,19,2,7,0,0,11,0.01287172658677319,0.6206896551724138,0.0,,0.4827586206896552,0.10344827586206896,0.13793103448275862,0.13793103448275862,0.0,0.13793103448275862,0.27586206896551724,0.6551724137931034,0.06896551724137931
2025-04-29,Indonesia,421467,11705,135,95,3,0,23.7,59,22,17,19,4,14,53,68,14,59,15,5,16,0.011533532678342588,0.7037037037037037,0.031578947368421054,0.0,0.43703703703703706,0.16296296296296298,0.1259259259259259,0.14074074074074075,0.02962962962962963,0.1037037037037037,0.3925925925925926,0.5037037037037037,0.1037037037037037
2025-04-29,Philippines,208695,9228,104,72,4,0,23.6,46,8,10,21,3,16,37,59,8,44,8,1,19,0.011270047680970958,0.6923076923076923,0.05555555555555555,0.0,0.4423076923076923,0.07692307692307693,0.09615384615384616,0.20192307692307693,0.028846153846153848,0.15384615384615385,0.3557692307692308,0.5673076923076923,0.07692307692307693
2025-04-29,Thailand,141186,5532,63,43,2,0,24.5,24,10,8,13,1,7,28,33,2,27,2,2,12,0.0113882863340564,0.6825396825396826,0.046511627906976744,0.0,0.38095238095238093,0.15873015873015872,0.12698412698412698,0.20634920634920634,0.015873015873015872,0.1111111111111111,0.4444444444444444,0.5238095238095238,0.031746031746031744
2025-04-29,Vietnam,173930,8600,116,86,5,0,20.8,48,29,12,13,4,10,38,63,15,49,9,5,23,0.013488372093023256,0.7413793103448276,0.05813953488372093,0.0,0.41379310344827586,0.25,0.10344827586206896,0.11206896551724138,0.034482758620689655,0.08620689655172414,0.3275862068965517,0.5431034482758621,0.12931034482758622
2025-04-30,Singapore,48342,2153,29,19,0,0,23.1,9,5,5,5,0,5,12,15,2,10,3,0,6,0.013469577333952624,0.6551724137931034,0.0,,0.3103448275862069,0.1724137931034483,0.1724137931034483,0.1724137931034483,0.0,0.1724137931034483,0.41379310344827586,0.5172413793103449,0.06896551724137931
2025-04-30,Indonesia,372498,12742,197,137,9,0,21.4,80,33,20,32,3,29,67,107,23,84,18,7,28,0.0154606812117407,0.6954314720812182,0.06569343065693431,0.0,0.40609137055837563,0.16751269035532995,0.10152284263959391,0.16243654822335024,0.015228426395939087,0.14720812182741116,0.3401015228426396,0.5431472081218274,0.116751269035533
2025-04-30,Philippines,202093,5366,68,45,2,0,23.3,26,17,6,12,1,6,34,31,3,19,9,5,12,0.0126723816623183,0.6617647058823529,0.044444444444444446,0.0,0.38235294117647056,0.25,0.08823529411764706,0.17647058823529413,0.014705882352941176,0.08823529411764706,0.5,0.45588235294117646,0.04411764705882353
2025-04-30,Thailand,151120,4054,50,33,0,0,21.7,12,9,9,8,1,11,25,16,9,22,2,4,5,0.0123334977799704,0.66,0.0,,0.24,0.18,0.18,0.16,0.02,0.22,0.5,0.32,0.18
2025-04-30,Vietnam,181234,7346,95,66,3,0,26.7,34,12,18,19,2,10,34,48,13,37,10,4,15,0.012932208004356112,0.6947368421052632,0.045454545454545456,0.0,0.35789473684210527,0.12631578947368421,0.18947368421052632,0.2,0.021052631578947368,0.10526315789473684,0.35789473684210527,0.5052631578947369,0.1368421052631579
2025-05-01,Singapore,53514,1874,18,11,0,0,25.6,7,4,0,3,0,4,8,8,2,8,3,0,0,0.0096051227321238,0.6111111111111112,0.0,,0.3888888888888889,0.2222222222222222,0.0,0.16666666666666666,0.0,0.2222222222222222,0.4444444444444444,0.4444444444444444,0.1111111111111111
2025-05-01,Indonesia,395527,16063,202,140,11,0,24.7,79,24,30,44,1,24,76,105,21,87,22,5,26,0.012575484031625474,0.693069306930693,0.07857142857142857,0.0,0.3910891089108911,0.1188118811881188,0.1485148514851485,0.21782178217821782,0.0049504950495049506,0.1188118811881188,0.37623762376237624,0.5198019801980198,0.10396039603960396
2025-05-01,Philippines,193968,8220,107,77,2,0,24.4,37,17,12,26,0,15,46,49,12,47,10,3,17,0.013017031630170317,0.719626168224299,0.025974025974025976,0.0,0.34579439252336447,0.1588785046728972,0.11214953271028037,0.24299065420560748,0.0,0.14018691588785046,0.42990654205607476,0.45794392523364486,0.11214953271028037
2025-05-01,Thailand,144128,4141,39,24,0,0,26.0,19,6,2,7,2,3,14,18,7,17,3,0,4,0.00941801497222893,0.6153846153846154,0.0,,0.48717948717948717,0.15384615384615385,0.05128205128205128,0.1794871794871795,0.05128205128205128,0.07692307692307693,0.358974358974359,0.46153846153846156,0.1794871794871795
2025-05-01,Vietnam,182930,5241,56,39,1,0,24.9,28,9,7,8,0,4,18,32,6,31,3,0,5,0.010684983781721046,0.6964285714285714,0.02564102564102564,0.0,0.5,0.16071428571428573,0.125,0.14285714285714285,0.0,0.07142857142857142,0.32142857142857145,0.5714285714285714,0.10714285714285714
2025-05-02,Singapore,51851,2483,22,13,0,0,19.2,7,6,1,4,0,4,12,10,0,6,4,0,3,0.008860249697946033,0.5909090909090909,0.0,,0.3181818181818182,0.2727272727272727,0.045454545454545456,0.18181818181818182,0.0,0.18181818181818182,0.5454545454545454,0.45454545454545453,0.0
2025-05-02,Indonesia,413397,14212,199,138,6,0,26.7,87,31,25,25,3,28,76,106,17,85,15,7,31,0.01400225161835069,0.6934673366834171,0.043478260869565216,0.0,0.4371859296482412,0.15577889447236182,0.12562814070351758,0.12562814070351758,0.01507537688442211,0.1407035175879397,0.38190954773869346,0.5326633165829145,0.08542713567839195
2025-05-02,Philippines,202945,5598,63,41,1,0,22.4,27,9,6,12,1,8,26,30,7,25,8,1,7,0.011254019292604502,0.6507936507936508,0.024390243902439025,0.0,0.42857142857142855,0.14285714285714285,0.09523809523809523,0.19047619047619047,0.015873015873015872,0.12698412698412698,0.4126984126984127,0.47619047619047616,0.1111111111111111
2025-05-02,Thailand,145149,3458,46,29,0,0,20.2,19,10,4,4,2,7,17,25,4,16,3,0,10,0.013302486986697512,0.6304347826086957,0.0,,0.41304347826086957,0.21739130434782608,0.08695652173913043,0.08695652173913043,0.043478260869565216,0.15217391304347827,0.3695652173913043,0.5434782608695652,0.08695652173913043
2025-05-02,Vietnam,173051,7030,79,56,1,0,25.8,29,16,10,15,1,8,35,33,11,38,3,2,13,0.0112375533428165,0.7088607594936709,0.017857142857142856,0.0,0.3670886075949367,0.20253164556962025,0.12658227848101267,0.189873417721519,0.012658227848101266,0.10126582278481013,0.4430379746835443,0.4177215189873418,0.13924050632911392
2025-05-03,Singapore,51633,1708,17,9,0,0,20.2,7,1,1,4,0,4,6,9,2,3,1,0,5,0.009953161592505855,0.5294117647058824,0.0,,0.4117647058823529,0.058823529411764705,0.058823529411764705,0.23529411764705882,0.0,0.23529411764705882,0.35294117647058826,0.5294117647058824,0.11764705882352941
2025-05-03,Indonesia,408979,18855,284,194,15,1,24.8,108,44,31,59,2,40,121,136,27,111,31,2,50,0.015062317687616017,0.6830985915492958,0.07731958762886598,0.06666666666666667,0.38028169014084506,0.15492957746478872,0.10915492957746478,0.20774647887323944,0.007042253521126761,0.14084507042253522,0.426056338028169,0.4788732394366197,0.09507042253521127
2025-05-03,Philippines,190283,6806,86,59,3,0,21.9,39,20,7,15,0,5,30,47,9,39,10,1,9,0.012635909491625037,0.686046511627907,0.05084745762711865,0.0,0.45348837209302323,0.23255813953488372,0.08139534883720931,0.1744186046511628,0.0,0.05813953488372093,0.3488372093023256,0.5465116279069767,0.10465116279069768
2025-05-03,Thailand,158792,6250,56,38,1,0,25.8,23,3,10,12,1,7,24,27,5,24,1,1,12,0.00896,0.6785714285714286,0.02631578947368421,0.0,0.4107142857142857,0.05357142857142857,0.17857142857142858,0.21428571428571427,0.017857142857142856,0.125,0.42857142857142855,0.48214285714285715,0.08928571428571429
2025-05-03,Vietnam,179161,8828,111,75,4,0,19.2,41,18,13,23,0,16,49,49,13,46,7,4,18,0.012573629361123698,0.6756756756756757,0.05333333333333334,0.0,0.36936936936936937,0.16216216216216217,0.11711711711711711,0.2072072072072072,0.0,0.14414414414414414,0.44144144144144143,0.44144144144144143,0.11711711711711711
2025-05-04,Singapore,53244,2308,29,20,0,0,24.4,10,9,7,3,0,0,13,15,1,15,4,0,1,0.012564991334488735,0.6896551724137931,0.0,,0.3448275862068966,0.3103448275862069,0.2413793103448276,0.10344827586206896,0.0,0.0,0.4482758620689655,0.5172413793103449,0.034482758620689655
2025-05-04,Indonesia,412921,15134,153,108,4,0,23.7,74,22,15,22,2,18,47,93,13,68,11,2,27,0.010109686797938416,0.7058823529411765,0.037037037037037035,0.0,0.48366013071895425,0.1437908496732026,0.09803921568627451,0.1437908496732026,0.013071895424836602,0.11764705882352941,0.30718954248366015,0.6078431372549019,0.08496732026143791
2025-05-04,Philippines,189851,8427,118,81,3,0,22.9,49,15,19,19,3,13,43,64,11,42,12,6,21,0.014002610656224043,0.6864406779661016,0.037037037037037035,0.0,0.4152542372881356,0.1271186440677966,0.16101694915254236,0.16101694915254236,0.025423728813559324,0.11016949152542373,0.3644067796610169,0.5423728813559322,0.09322033898305085
2025-05-04,Thailand,145506,4481,39,26,0,0,24.1,16,3,3,8,0,9,21,16,2,17,4,0,5,0.008703414416424905,0.6666666666666666,0.0,,0.41025641025641024,0.07692307692307693,0.07692307692307693,0.20512820512820512,0.0,0.23076923076923078,0.5384615384615384,0.41025641025641024,0.05128205128205128
2025-05-04,Vietnam,172512,6642,67,49,1,0,24.2,26,10,8,8,0,15,32,27,8,28,6,2,13,0.010087323095453177,0.7313432835820896,0.02040816326530612,0.0,0.3880597014925373,0.14925373134328357,0.11940298507462686,0.11940298507462686,0.0,0.22388059701492538,0.47761194029850745,0.40298507462686567,0.11940298507462686
2025-05-05,Singapore,47288,1503,16,9,0,0,19.4,5,1,3,6,1,0,8,6,2,4,3,0,2,0.010645375914836993,0.5625,0.0,,0.3125,0.0625,0.1875,0.375,0.0625,0.0,0.5,0.375,0.125
2025-05-05,Indonesia,384031,13932,164,113,6,0,23.7,72,22,17,28,7,18,62,82,20,77,14,1,21,0.011771461383864484,0.6890243902439024,0.05309734513274336,0.0,0.43902439024390244,0.13414634146341464,0.10365853658536585,0.17073170731707318,0.042682926829268296,0.10975609756097561,0.3780487804878049,0.5,0.12195121951219512
2025-05-05,Philippines,181878,5363,53,35,1,0,25.2,20,9,7,10,1,6,23,24,6,17,5,3,10,0.009882528435577102,0.660377358490566,0.02857142857142857,0.0,0.37735849056603776,0.16981132075471697,0.1320754716981132,0.18867924528301888,0.018867924528301886,0.11320754716981132,0.4339622641509434,0.4528301886792453,0.11320754716981132
2025-05-05,Thailand,157721,3925,40,25,0,0,25.3,11,6,5,8,2,8,17,20,3,15,6,0,4,0.01019108280254777,0.625,0.0,,0.275,0.15,0.125,0.2,0.05,0.2,0.425,0.5,0.075
2025-05-05,Vietnam,176661,3936,44,31,0,0,21.1,21,6,3,6,1,7,15,20,9,18,4,1,8,0.011178861788617886,0.7045454545454546,0.0,,0.4772727272727273,0.13636363636363635,0.06818181818181818,0.13636363636363635,0.022727272727272728,0.1590909090909091,0.3409090909090909,0.45454545454545453,0.20454545454545456
2025-05-06,Singapore,53288,1851,23,13,0,0,19.1,8,5,1,4,1,4,11,8,4,8,3,0,2,0.01242571582928147,0.5652173913043478,0.0,,0.34782608695652173,0.21739130434782608,0.043478260869565216,0.17391304347826086,0.043478260869565216,0.17391304347826086,0.4782608695652174,0.34782608695652173,0.17391304347826086
2025-05-06,Indonesia,445450,12320,165,114,6,0,19.9,65,29,14,28,2,27,69,76,20,66,12,9,27,0.013392857142857142,0.6909090909090909,0.05263157894736842,0.0,0.3939393939393939,0.17575757575757575,0.08484848484848485,0.1696969696969697,0.012121212121212121,0.16363636363636364,0.41818181818181815,0.46060606060606063,0.12121212121212122
2025-05-06,Philippines,197821,4226,60,42,1,0,21.7,24,10,9,8,2,7,28,26,6,24,3,3,12,0.01419782300047326,0.7,0.023809523809523808,0.0,0.4,0.16666666666666666,0.15,0.13333333333333333,0.03333333333333333,0.11666666666666667,0.4666666666666667,0.43333333333333335,0.1
2025-05-06,Thailand,148246,6954,62,41,1,0,21.6,27,13,7,3,2,10,21,32,9,31,3,0,7,0.008915731952832903,0.6612903225806451,0.024390243902439025,0.0,0.43548387096774194,0.20967741935483872,0.11290322580645161,0.04838709677419355,0.03225806451612903,0.16129032258064516,0.3387096774193548,0.5161290322580645,0.14516129032258066
2025-05-06,Vietnam,172973,5789,65,44,2,0,21.5,28,14,5,13,2,3,27,28,10,23,3,2,16,0.011228191397477976,0.676923076923077,0.045454545454545456,0.0,0.4307692307692308,0.2153846153846154,0.07692307692307693,0.2,0.03076923076923077,0.046153846153846156,0.4153846153846154,0.4307692307692308,0.15384615384615385
2025-05-07,Singapore,48780,2377,21,14,0,0,25.8,9,6,4,1,0,1,8,10,3,9,2,1,2,0.008834665544804375,0.6666666666666666,0.0,,0.42857142857142855,0.2857142857142857,0.19047619047619047,0.047619047619047616,0.0,0.047619047619047616,0.38095238095238093,0.47619047619047616,0.14285714285714285
2025-05-07,Indonesia,450842,10273,121,88,4,0,26.0,50,19,16,23,3,10,44,59,18,49,12,6,21,0.011778448359778058,0.7272727272727273,0.045454545454545456,0.0,0.4132231404958678,0.15702479338842976,0.1322314049586777,0.19008264462809918,0.024793388429752067,0.08264462809917356,0.36363636363636365,0.48760330578512395,0.1487603305785124
2025-05-07,Philippines,184903,6616,64,46,2,0,26.1,26,6,6,19,1,6,29,32,3,26,5,1,14,0.009673518742442563,0.71875,0.043478260869565216,0.0,0.40625,0.09375,0.09375,0.296875,0.015625,0.09375,0.453125,0.5,0.046875
2025-05-07,Thailand,143807,4317,38,26,0,0,25.1,18,7,4,5,0,4,13,21,4,17,3,1,5,0.008802409080379893,0.6842105263157895,0.0,,0.47368421052631576,0.18421052631578946,0.10526315789473684,0.13157894736842105,0.0,0.10526315789473684,0.34210526315789475,0.5526315789473685,0.10526315789473684
2025-05-07,Vietnam,186834,7777,104,70,3,0,21.9,43,12,13,20,6,10,43,49,12,40,14,1,15,0.013372765848013373,0.6730769230769231,0.04285714285714286,0.0,0.41346153846153844,0.11538461538461539,0.125,0.19230769230769232,0.057692307692307696,0.09615384615384616,0.41346153846153844,0.47115384615384615,0.11538461538461539
2025-05-08,Singapore,50198,1151,15,8,0,0,20.4,6,3,1,3,0,2,7,7,1,5,2,0,1,0.013032145960034752,0.5333333333333333,0.0,,0.4,0.2,0.06666666666666667,0.2,0.0,0.13333333333333333,0.4666666666666667,0.4666666666666667,0.06666666666666667
2025-05-08,Indonesia,380978,12239,175,128,8,0,23.6,61,25,24,34,0,31,74,84,17,76,19,4,29,0.014298553803415312,0.7314285714285714,0.0625,0.0,0.3485714285714286,0.14285714285714285,0.13714285714285715,0.19428571428571428,0.0,0.17714285714285713,0.4228571428571429,0.48,0.09714285714285714
2025-05-08,Philippines,207682,7562,88,62,1,0,20.2,42,15,9,11,3,8,40,40,8,45,3,1,13,0.011637133033588997,0.7045454545454546,0.016129032258064516,0.0,0.4772727272727273,0.17045454545454544,0.10227272727272728,0.125,0.03409090909090909,0.09090909090909091,0.45454545454545453,0.45454545454545453,0.09090909090909091
2025-05-08,Thailand,142944,2918,38,25,0,0,24.9,17,7,3,6,1,4,15,19,4,16,4,0,5,0.013022618231665525,0.6578947368421053,0.0,,0.4473684210526316,0.18421052631578946,0.07894736842105263,0.15789473684210525,0.02631578947368421,0.10526315789473684,0.39473684210526316,0.5,0.10526315789473684
2025-05-08,Vietnam,186932,8591,125,88,6,0,22.9,49,27,15,17,0,17,58,60,7,63,9,1,15,0.014550110580840414,0.704,0.06818181818181818,0.0,0.392,0.216,0.12,0.136,0.0,0.136,0.464,0.48,0.056
2025-05-09,Singapore,47990,1958,26,16,0,0,23.3,8,3,2,9,0,4,9,14,3,11,1,0,4,0.013278855975485188,0.6153846153846154,0.0,,0.3076923076923077,0.11538461538461539,0.07692307692307693,0.34615384615384615,0.0,0.15384615384615385,0.34615384615384615,0.5384615384615384,0.11538461538461539
2025-05-09,Indonesia,406480,9942,148,102,6,0,25.4,61,22,21,19,6,19,42,86,20,67,12,6,17,0.014886340776503722,0.6891891891891891,0.058823529411764705,0.0,0.41216216216216217,0.14864864864864866,0.14189189189189189,0.12837837837837837,0.04054054054054054,0.12837837837837837,0.28378378378378377,0.581081081081081,0.13513513513513514
2025-05-09,Philippines,206353,9997,111,81,3,0,25.0,50,19,11,18,0,13,45,57,9,52,8,4,17,0.01110333099929979,0.7297297297297297,0.037037037037037035,0.0,0.45045045045045046,0.17117117117117117,0.0990990990990991,0.16216216216216217,0.0,0.11711711711711711,0.40540540540540543,0.5135135135135135,0.08108108108108109
2025-05-09,Thailand,145633,6331,82,53,2,0,24.4,35,15,10,13,2,7,32,44,6,35,3,2,13,0.012952140262201864,0.6463414634146342,0.03773584905660377,0.0,0.4268292682926829,0.18292682926829268,0.12195121951219512,0.15853658536585366,0.024390243902439025,0.08536585365853659,0.3902439024390244,0.5365853658536586,0.07317073170731707
2025-05-09,Vietnam,175843,5350,81,53,2,0,25.6,36,12,11,14,1,7,29,43,9,26,9,2,16,0.01514018691588785,0.654320987654321,0.03773584905660377,0.0,0.4444444444444444,0.14814814814814814,0.13580246913580246,0.1728395061728395,0.012345679012345678,0.08641975308641975,0.35802469135802467,0.5308641975308642,0.1111111111111111
2025-05-10,Singapore,49212,1546,36,25,0,0,19.0,16,9,4,6,1,0,14,19,3,11,2,4,8,0.02328589909443726,0.6944444444444444,0.0,,0.4444444444444444,0.25,0.1111111111111111,0.16666666666666666,0.027777777777777776,0.0,0.3888888888888889,0.5277777777777778,0.08333333333333333
2025-05-10,Indonesia,404630,20070,401,270,17,0,20.7,187,57,42,62,8,45,152,213,36,159,39,8,64,0.01998006975585451,0.6733167082294265,0.06296296296296296,0.0,0.46633416458852867,0.14214463840399003,0.10473815461346633,0.1546134663341646,0.0199501246882793,0.11221945137157108,0.3790523690773067,0.5311720698254364,0.08977556109725686
2025-05-10,Philippines,198887,7599,133,88,3,0,24.9,66,20,10,17,2,18,51,70,12,53,9,2,24,0.017502302934596658,0.6616541353383458,0.03409090909090909,0.0,0.49624060150375937,0.15037593984962405,0.07518796992481203,0.12781954887218044,0.015037593984962405,0.13533834586466165,0.38345864661654133,0.5263157894736842,0.09022556390977443
2025-05-10,Thailand,148424,3244,54,37,1,0,20.3,24,7,6,13,2,2,28,21,5,21,1,1,14,0.016646115906288533,0.6851851851851852,0.02702702702702703,0.0,0.4444444444444444,0.12962962962962962,0.1111111111111111,0.24074074074074073,0.037037037037037035,0.037037037037037035,0.5185185185185185,0.3888888888888889,0.09259259259259259
2025-05-10,Vietnam,190504,5348,140,96,4,0,23.7,57,21,18,25,4,15,50,74,16,58,15,1,22,0.02617801047120419,0.6857142857142857,0.041666666666666664,0.0,0.40714285714285714,0.15,0.12857142857142856,0.17857142857142858,0.02857142857142857,0.10714285714285714,0.35714285714285715,0.5285714285714286,0.11428571428571428
2025-05-11,Singapore,48774,1069,24,15,0,0,20.2,12,2,3,5,0,2,10,13,1,9,0,0,6,0.02245088868101029,0.625,0.0,,0.5,0.08333333333333333,0.125,0.20833333333333334,0.0,0.08333333333333333,0.4166666666666667,0.5416666666666666,0.041666666666666664
2025-05-11,Indonesia,401453,18739,388,292,21,2,23.4,177,52,52,69,7,31,140,209,39,166,44,16,66,0.020705480548588506,0.7525773195876289,0.07191780821917808,0.09523809523809523,0.45618556701030927,0.13402061855670103,0.13402061855670103,0.17783505154639176,0.01804123711340206,0.07989690721649484,0.36082474226804123,0.538659793814433,0.10051546391752578
